"hgnc_symbol","ensembl_gene_id"
"IVL","ENSG00000163207"
"TDRD10","ENSG00000163239"
"GABRG1","ENSG00000163285"
"ALPI","ENSG00000163295"
"ANTXR2","ENSG00000163297"
"CGGBP1","ENSG00000163320"
"COL6A3","ENSG00000163359"
"EOGT","ENSG00000163378"
"POGLUT1","ENSG00000163389"
"CCKAR","ENSG00000163394"
"IGFN1","ENSG00000163395"
"ATP1A1","ENSG00000163399"
"SLC15A2","ENSG00000163406"
"LMOD1","ENSG00000163431"
"ELF3","ENSG00000163435"
"TRIM46","ENSG00000163462"
"KRTCAP2","ENSG00000163463"
"CXCR1","ENSG00000163464"
"ADORA1","ENSG00000163485"
"SRGAP2","ENSG00000163486"
"CCDC141","ENSG00000163492"
"IHH","ENSG00000163501"
"EOMES","ENSG00000163508"
"TGFBR2","ENSG00000163513"
"FCRL4","ENSG00000163518"
"TRAT1","ENSG00000163519"
"NFASC","ENSG00000163531"
"SERPINI1","ENSG00000163536"
"CLASP2","ENSG00000163539"
"SPTA1","ENSG00000163554"
"MNDA","ENSG00000163563"
"IFI16","ENSG00000163565"
"AIM2","ENSG00000163568"
"EFHB","ENSG00000163576"
"CTLA4","ENSG00000163599"
"GTPBP8","ENSG00000163607"
"CADPS","ENSG00000163618"
"NKX6-1","ENSG00000163623"
"CDS1","ENSG00000163624"
"WDFY3","ENSG00000163625"
"ADAMTS9","ENSG00000163638"
"GMPS","ENSG00000163655"
"PTX3","ENSG00000163661"
"HESX1","ENSG00000163666"
"SLMAP","ENSG00000163681"
"SMIM14","ENSG00000163683"
"C3orf67","ENSG00000163689"
"RBM47","ENSG00000163694"
"APBB2","ENSG00000163697"
"FANCD2OS","ENSG00000163705"
"U2SURP","ENSG00000163714"
"MTMR14","ENSG00000163719"
"PPBP","ENSG00000163736"
"RCHY1","ENSG00000163743"
"ZNF513","ENSG00000163795"
"PLB1","ENSG00000163803"
"SPDYA","ENSG00000163806"
"ZDHHC3","ENSG00000163812"
"FYCO1","ENSG00000163820"
"FBXO40","ENSG00000163833"
"ZNF148","ENSG00000163848"
"GRIK3","ENSG00000163873"
"POLR2H","ENSG00000163882"
"IFT122","ENSG00000163913"
"SFMBT1","ENSG00000163935"
"PBRM1","ENSG00000163939"
"FAM208A","ENSG00000163946"
"ARHGEF3","ENSG00000163947"
"UBXN7","ENSG00000163960"
"RNF168","ENSG00000163961"
"MFI2","ENSG00000163975"
"ABLIM2","ENSG00000163995"
"DNAJB14","ENSG00000164031"
"PLXNB1","ENSG00000164050"
"ATRIP","ENSG00000164053"
"SHISA5","ENSG00000164054"
"BSN","ENSG00000164061"
"APEH","ENSG00000164062"
"INTU","ENSG00000164066"
"RNF123","ENSG00000164068"
"MON1A","ENSG00000164077"
"RAD54L2","ENSG00000164080"
"TEX264","ENSG00000164081"
"GRM2","ENSG00000164082"
"NDST3","ENSG00000164100"
"GUCY1A3","ENSG00000164116"
"CEP44","ENSG00000164118"
"FAM198B","ENSG00000164125"
"NPY1R","ENSG00000164128"
"IL15","ENSG00000164136"
"FAM160A1","ENSG00000164142"
"KIAA0947","ENSG00000164151"
"HHIP","ENSG00000164161"
"ITGA2","ENSG00000164171"
"SLC45A2","ENSG00000164175"
"NIPBL","ENSG00000164190"
"GPR98","ENSG00000164199"
"ANKRD33B","ENSG00000164236"
"PRDM9","ENSG00000164256"
"HTR4","ENSG00000164270"
"CDC20B","ENSG00000164287"
"RHOBTB3","ENSG00000164292"
"CMYA5","ENSG00000164309"
"EGFLAM","ENSG00000164318"
"RICTOR","ENSG00000164327"
"EBF1","ENSG00000164330"
"TLR3","ENSG00000164342"
"SLC6A18","ENSG00000164363"
"CSF2","ENSG00000164400"
"SHROOM1","ENSG00000164403"
"GRIK2","ENSG00000164418"
"TXLNB","ENSG00000164440"
"FAM26D","ENSG00000164451"
"T","ENSG00000164458"
"DCBLD1","ENSG00000164465"
"TMEM200A","ENSG00000164484"
"IL22RA2","ENSG00000164485"
"ANKRD55","ENSG00000164512"
"PI16","ENSG00000164530"
"DAGLB","ENSG00000164535"
"FAM183B","ENSG00000164556"
"GALNT10","ENSG00000164574"
"HCN1","ENSG00000164588"
"C7orf60","ENSG00000164603"
"RP9","ENSG00000164610"
"BMPER","ENSG00000164619"
"KIF6","ENSG00000164627"
"SLC29A4","ENSG00000164638"
"CDCA7L","ENSG00000164649"
"SYTL3","ENSG00000164674"
"COL1A2","ENSG00000164692"
"PGAM2","ENSG00000164708"
"BRI3","ENSG00000164713"
"LMTK2","ENSG00000164715"
"DLC1","ENSG00000164741"
"ADCY1","ENSG00000164742"
"SUN3","ENSG00000164744"
"PEX2","ENSG00000164751"
"RAD21","ENSG00000164754"
"MED30","ENSG00000164758"
"KCNV1","ENSG00000164794"
"CSMD3","ENSG00000164796"
"ORC5","ENSG00000164815"
"HEATR2","ENSG00000164818"
"SUN1","ENSG00000164828"
"TMEM74","ENSG00000164841"
"GPR146","ENSG00000164849"
"NOS3","ENSG00000164867"
"MICALL2","ENSG00000164877"
"CA3","ENSG00000164879"
"SLC4A2","ENSG00000164889"
"FASTK","ENSG00000164896"
"TMUB1","ENSG00000164897"
"FOXK1","ENSG00000164916"
"YWHAZ","ENSG00000164924"
"BAALC","ENSG00000164929"
"FZD6","ENSG00000164930"
"DCSTAMP","ENSG00000164935"
"KIAA1429","ENSG00000164944"
"FREM1","ENSG00000164946"
"GEM","ENSG00000164949"
"TMEM67","ENSG00000164953"
"RPP25L","ENSG00000164967"
"KIAA1161","ENSG00000164976"
"PSIP1","ENSG00000164985"
"CCDC171","ENSG00000164989"
"UBAP1","ENSG00000165006"
"NIPSNAP3B","ENSG00000165028"
"LETM2","ENSG00000165046"
"MAMDC2","ENSG00000165072"
"C8orf34","ENSG00000165084"
"HGSNAT","ENSG00000165102"
"KIF27","ENSG00000165115"
"HNRNPK","ENSG00000165119"
"SVEP1","ENSG00000165124"
"ANKS6","ENSG00000165138"
"ZHX1","ENSG00000165156"
"KIAA1958","ENSG00000165185"
"PTCHD1","ENSG00000165186"
"PCDH19","ENSG00000165194"
"PIGA","ENSG00000165195"
"GAPVD1","ENSG00000165219"
"WNK2","ENSG00000165238"
"ZNF367","ENSG00000165244"
"NDUFB6","ENSG00000165264"
"SLITRK5","ENSG00000165300"
"FAT3","ENSG00000165323"
"LRRC18","ENSG00000165383"
"SUGT1","ENSG00000165416"
"ZCCHC24","ENSG00000165424"
"PGM2L1","ENSG00000165434"
"SKA3","ENSG00000165480"
"PCF11","ENSG00000165494"
"PKNOX2","ENSG00000165495"
"RPL36AL","ENSG00000165502"
"DNAAF2","ENSG00000165506"
"MAGEC3","ENSG00000165509"
"EML5","ENSG00000165521"
"TMEM63C","ENSG00000165548"
"AMER2","ENSG00000165566"
"SSX3","ENSG00000165584"
"OTX2","ENSG00000165588"
"DACT1","ENSG00000165617"
"TAF3","ENSG00000165632"
"SLC18A2","ENSG00000165646"
"ZNF503","ENSG00000165655"
"DACH1","ENSG00000165659"
"QSOX2","ENSG00000165661"
"SNAPC4","ENSG00000165684"
"TMEM52B","ENSG00000165685"
"HPRT1","ENSG00000165704"
"STOX1","ENSG00000165730"
"RET","ENSG00000165731"
"STK32C","ENSG00000165752"
"NDRG2","ENSG00000165795"
"RNASE7","ENSG00000165799"
"NSMF","ENSG00000165802"
"BTNL9","ENSG00000165810"
"VWA2","ENSG00000165816"
"FAM194B","ENSG00000165837"
"HSPA12A","ENSG00000165868"
"ARHGAP42","ENSG00000165895"
"GYLTL1B","ENSG00000165905"
"TTC7B","ENSG00000165914"
"SLC39A13","ENSG00000165915"
"PSMC3","ENSG00000165916"
"AGBL2","ENSG00000165923"
"SERPINA12","ENSG00000165953"
"PDZRN4","ENSG00000165966"
"NELL1","ENSG00000165973"
"KIAA1731","ENSG00000166004"
"TAF1D","ENSG00000166012"
"LIPC","ENSG00000166035"
"CEP57","ENSG00000166037"
"PASD1","ENSG00000166049"
"SPRED1","ENSG00000166068"
"GPR176","ENSG00000166073"
"JAM3","ENSG00000166086"
"SVOP","ENSG00000166111"
"AMN","ENSG00000166126"
"FBN1","ENSG00000166147"
"C16orf78","ENSG00000166152"
"TPTE","ENSG00000166157"
"BRD7","ENSG00000166164"
"TRMT61A","ENSG00000166166"
"LARP6","ENSG00000166173"
"API5","ENSG00000166181"
"HPS6","ENSG00000166189"
"ALKBH3","ENSG00000166199"
"GABRB3","ENSG00000166206"
"FRS2","ENSG00000166225"
"C2","ENSG00000166278"
"PLEKHF1","ENSG00000166289"
"SMPD1","ENSG00000166311"
"APBB1","ENSG00000166313"
"SYNPO2L","ENSG00000166317"
"C11orf65","ENSG00000166323"
"ILK","ENSG00000166333"
"TAF10","ENSG00000166337"
"TPP1","ENSG00000166340"
"DCHS1","ENSG00000166341"
"MSS51","ENSG00000166343"
"USP54","ENSG00000166348"
"RAG1","ENSG00000166349"
"C11orf74","ENSG00000166352"
"PPFIBP2","ENSG00000166387"
"KIAA0355","ENSG00000166398"
"TUB","ENSG00000166402"
"CRABP1","ENSG00000166426"
"PLD4","ENSG00000166428"
"XRRA1","ENSG00000166435"
"CDYL2","ENSG00000166446"
"LEO1","ENSG00000166477"
"ZNF143","ENSG00000166478"
"RIMKLB","ENSG00000166532"
"A2ML1","ENSG00000166535"
"CPLX4","ENSG00000166569"
"FAM96B","ENSG00000166595"
"CASC4","ENSG00000166734"
"HTR3A","ENSG00000166736"
"AGBL1","ENSG00000166748"
"C16orf45","ENSG00000166780"
"KIAA0430","ENSG00000166783"
"SCNN1G","ENSG00000166828"
"RBPMS2","ENSG00000166831"
"NAV2","ENSG00000166833"
"GLYATL1","ENSG00000166840"
"PLK1","ENSG00000166851"
"CACNG2","ENSG00000166862"
"VPS39","ENSG00000166887"
"NYAP1","ENSG00000166924"
"CCNDBP1","ENSG00000166946"
"EPB42","ENSG00000166947"
"TGM6","ENSG00000166948"
"SMAD3","ENSG00000166949"
"CCDC178","ENSG00000166960"
"MARS","ENSG00000166986"
"MBD6","ENSG00000166987"
"MEI1","ENSG00000167077"
"PBX3","ENSG00000167081"
"TTC16","ENSG00000167094"
"BPIFB6","ENSG00000167104"
"ACSF2","ENSG00000167107"
"CCDC103","ENSG00000167131"
"ENDOG","ENSG00000167136"
"TBC1D21","ENSG00000167139"
"NOD2","ENSG00000167207"
"LOXHD1","ENSG00000167210"
"KATNAL2","ENSG00000167216"
"ZNF91","ENSG00000167232"
"CDK12","ENSG00000167258"
"CD3D","ENSG00000167286"
"TBC1D16","ENSG00000167291"
"ENTHD2","ENSG00000167302"
"MYO5B","ENSG00000167306"
"TRIM68","ENSG00000167333"
"MMP26","ENSG00000167346"
"","ENSG00000167355"
"ZNF23","ENSG00000167377"
"ZNF229","ENSG00000167383"
"LINC00905","ENSG00000167459"
"TPM4","ENSG00000167460"
"GPX4","ENSG00000167468"
"MIDN","ENSG00000167470"
"JSRP1","ENSG00000167476"
"FAM129C","ENSG00000167483"
"KLHL26","ENSG00000167487"
"MVD","ENSG00000167508"
"ANKRD11","ENSG00000167522"
"LALBA","ENSG00000167531"
"CACNB3","ENSG00000167535"
"KMT2D","ENSG00000167548"
"CORO6","ENSG00000167549"
"TUBA1C","ENSG00000167553"
"ZNF610","ENSG00000167554"
"SERTAD3","ENSG00000167565"
"NCKAP5L","ENSG00000167566"
"GPD1","ENSG00000167588"
"C19orf55","ENSG00000167595"
"AXL","ENSG00000167601"
"TMC4","ENSG00000167608"
"TTYH1","ENSG00000167614"
"LENG8","ENSG00000167615"
"CDC42EP5","ENSG00000167617"
"LAIR2","ENSG00000167618"
"ZNF526","ENSG00000167625"
"NLRP7","ENSG00000167634"
"ZNF146","ENSG00000167635"
"PPP1R14A","ENSG00000167641"
"SPINT2","ENSG00000167642"
"ATCAY","ENSG00000167654"
"EEF2","ENSG00000167658"
"TMIGD2","ENSG00000167664"
"CHAF1A","ENSG00000167670"
"GPT","ENSG00000167701"
"RILP","ENSG00000167705"
"WDR81","ENSG00000167716"
"SRR","ENSG00000167720"
"TSR1","ENSG00000167721"
"HSD11B1L","ENSG00000167733"
"KLK13","ENSG00000167759"
"ACER1","ENSG00000167769"
"RCOR2","ENSG00000167771"
"","ENSG00000167774"
"ZNF558","ENSG00000167785"
"NDUFV1","ENSG00000167792"
"CDK2AP2","ENSG00000167797"
"PRDX2","ENSG00000167815"
"OR8J3","ENSG00000167822"
"MIS12","ENSG00000167842"
"HID1","ENSG00000167861"
"EVPL","ENSG00000167880"
"SRP68","ENSG00000167881"
"MGAT5B","ENSG00000167889"
"GSDMA","ENSG00000167914"
"GHDC","ENSG00000167925"
"ITFG3","ENSG00000167930"
"MLST8","ENSG00000167965"
"CASKIN1","ENSG00000167971"
"ABCA3","ENSG00000167972"
"SRRM2","ENSG00000167978"
"RAB3IL1","ENSG00000167994"
"BSCL2","ENSG00000168000"
"SLC3A2","ENSG00000168003"
"C2CD3","ENSG00000168014"
"TRANK1","ENSG00000168016"
"SLC22A11","ENSG00000168065"
"SF1","ENSG00000168066"
"MAP4K2","ENSG00000168067"
"CCDC88B","ENSG00000168071"
"SCARA3","ENSG00000168077"
"SCARA5","ENSG00000168079"
"RAB4A","ENSG00000168118"
"KCNJ4","ENSG00000168135"
"FAM83B","ENSG00000168143"
"HIST3H3","ENSG00000168148"
"TTC39C","ENSG00000168234"
"NKIRAS2","ENSG00000168256"
"DNAJC7","ENSG00000168259"
"C14orf183","ENSG00000168260"
"NT5DC2","ENSG00000168268"
"KIF5C","ENSG00000168280"
"MGAT2","ENSG00000168282"
"BMI1","ENSG00000168283"
"XIRP1","ENSG00000168334"
"SCN11A","ENSG00000168356"
"MFSD2A","ENSG00000168389"
"TAP1","ENSG00000168394"
"ING5","ENSG00000168395"
"BDKRB2","ENSG00000168398"
"MTNR1A","ENSG00000168412"
"STIP1","ENSG00000168439"
"HR","ENSG00000168453"
"TNXB","ENSG00000168477"
"LGI3","ENSG00000168481"
"SOGA2","ENSG00000168502"
"HFE2","ENSG00000168509"
"TMEM223","ENSG00000168569"
"CRYGA","ENSG00000168582"
"ADAM29","ENSG00000168594"
"STAT3","ENSG00000168610"
"ZSWIM1","ENSG00000168612"
"ADAM9","ENSG00000168615"
"GDNF","ENSG00000168621"
"DPCR1","ENSG00000168631"
"VWA3B","ENSG00000168658"
"LDLRAD4","ENSG00000168675"
"TMEM208","ENSG00000168701"
"LRP1B","ENSG00000168702"
"AHCYL1","ENSG00000168710"
"GSTM4","ENSG00000168765"
"SHOX2","ENSG00000168779"
"OR12D2","ENSG00000168787"
"ADAL","ENSG00000168803"
"LCMT2","ENSG00000168806"
"GFM1","ENSG00000168827"
"HTR1E","ENSG00000168830"
"FSTL5","ENSG00000168843"
"DDX19A","ENSG00000168872"
"MAT2A","ENSG00000168906"
"PLA2G4F","ENSG00000168907"
"ZNF608","ENSG00000168916"
"INPP5D","ENSG00000168918"
"CTRB1","ENSG00000168925"
"CEP120","ENSG00000168944"
"GRM5","ENSG00000168959"
"CPLX1","ENSG00000168993"
"PXDC1","ENSG00000168994"
"MFSD7","ENSG00000169026"
"MECP2","ENSG00000169057"
"ACTBL2","ENSG00000169067"
"AR","ENSG00000169083"
"FAM110B","ENSG00000169122"
"ZBTB43","ENSG00000169155"
"CPT1C","ENSG00000169169"
"PCSK9","ENSG00000169174"
"XPO6","ENSG00000169180"
"GSG1L","ENSG00000169181"
"MN1","ENSG00000169184"
"APEX2","ENSG00000169188"
"NSMCE1","ENSG00000169189"
"CD2BP2","ENSG00000169217"
"TBC1D10B","ENSG00000169221"
"GCSAML","ENSG00000169224"
"THBS3","ENSG00000169231"
"SLC50A1","ENSG00000169241"
"EFNA1","ENSG00000169242"
"CXCL10","ENSG00000169245"
"NMD3","ENSG00000169251"
"ADRB2","ENSG00000169252"
"KCNAB1","ENSG00000169282"
"NR0B1","ENSG00000169297"
"STK32A","ENSG00000169302"
"KIAA1024","ENSG00000169330"
"UMOD","ENSG00000169344"
"SLC33A1","ENSG00000169359"
"RSPH10B2","ENSG00000169402"
"NPR1","ENSG00000169418"
"SCN9A","ENSG00000169432"
"COL22A1","ENSG00000169436"
"METTL15","ENSG00000169519"
"ZEB2","ENSG00000169554"
"INO80E","ENSG00000169592"
"BNC1","ENSG00000169594"
"GKN1","ENSG00000169605"
"PROKR1","ENSG00000169618"
"HIC2","ENSG00000169635"
"ASPSCR1","ENSG00000169696"
"FASN","ENSG00000169710"
"ZNF32","ENSG00000169740"
"C15orf27","ENSG00000169758"
"TACR3","ENSG00000169836"
"PCDH7","ENSG00000169851"
"ROBO1","ENSG00000169855"
"TRIM56","ENSG00000169871"
"MUC17","ENSG00000169876"
"MUC3A","ENSG00000169894"
"ITGAM","ENSG00000169896"
"TOR1AIP2","ENSG00000169905"
"ZFPM2","ENSG00000169946"
"ZNF747","ENSG00000169955"
"TAS1R3","ENSG00000169962"
"TIGD4","ENSG00000169989"
"NLGN2","ENSG00000169992"
"MYO7B","ENSG00000169994"
"MYRIP","ENSG00000170011"
"SERPINA9","ENSG00000170054"
"SERPINA6","ENSG00000170099"
"GPR25","ENSG00000170128"
"SIK2","ENSG00000170145"
"RNF150","ENSG00000170153"
"ADRA1B","ENSG00000170214"
"PWWP2A","ENSG00000170234"
"USP47","ENSG00000170242"
"MRGPRX1","ENSG00000170255"
"GLB1","ENSG00000170266"
"CDK1","ENSG00000170312"
"NFRKB","ENSG00000170322"
"FRMPD2","ENSG00000170324"
"B3GNT2","ENSG00000170340"
"SMAD1","ENSG00000170365"
"EMX2","ENSG00000170370"
"FAM115C","ENSG00000170379"
"SEMA3E","ENSG00000170381"
"LRRN2","ENSG00000170382"
"ZNF804A","ENSG00000170396"
"GPRC5C","ENSG00000170412"
"VSTM2A","ENSG00000170419"
"KRT78","ENSG00000170423"
"METTL7B","ENSG00000170439"
"KRT86","ENSG00000170442"
"HARS","ENSG00000170445"
"KRT75","ENSG00000170454"
"DENND5B","ENSG00000170456"
"DNAJC18","ENSG00000170464"
"LONRF2","ENSG00000170500"
"KRT83","ENSG00000170523"
"SERPINB9","ENSG00000170542"
"IRX1","ENSG00000170549"
"IRX2","ENSG00000170561"
"DLGAP1","ENSG00000170579"
"IRF2BP1","ENSG00000170604"
"HSPA4","ENSG00000170606"
"FAM71B","ENSG00000170613"
"COMMD5","ENSG00000170619"
"ATF7","ENSG00000170653"
"TTLL6","ENSG00000170703"
"SDR16C5","ENSG00000170786"
"CHCHD7","ENSG00000170791"
"HTRA3","ENSG00000170801"
"LMOD2","ENSG00000170807"
"USP32","ENSG00000170832"
"CEL","ENSG00000170835"
"PSG6","ENSG00000170848"
"LILRA3","ENSG00000170866"
"MTSS1","ENSG00000170873"
"RPS9","ENSG00000170889"
"TPT1-AS1","ENSG00000170919"
"TEX13B","ENSG00000170925"
"PKHD1","ENSG00000170927"
"OR1M1","ENSG00000170929"
"DNAJC24","ENSG00000170946"
"ZNF160","ENSG00000170949"
"DCDC1","ENSG00000170959"
"PDGFD","ENSG00000170962"
"DDI1","ENSG00000170967"
"S1PR1","ENSG00000170989"
"OR4D5","ENSG00000171014"
"PKIA","ENSG00000171033"
"FPR2","ENSG00000171049"
"OR13H1","ENSG00000171054"
"C8orf74","ENSG00000171060"
"FAM86JP","ENSG00000171084"
"ALK","ENSG00000171094"
"CCBL1","ENSG00000171097"
"MFN1","ENSG00000171109"
"GIMAP8","ENSG00000171115"
"RLN3","ENSG00000171136"
"NETO2","ENSG00000171208"
"CDC42BPG","ENSG00000171219"
"JUNB","ENSG00000171223"
"TMEM37","ENSG00000171227"
"SHCBP1","ENSG00000171241"
"FAM98B","ENSG00000171262"
"","ENSG00000171282"
"ZNF439","ENSG00000171291"
"KCNK3","ENSG00000171303"
"CHST11","ENSG00000171310"
"CHD7","ENSG00000171316"
"KRT38","ENSG00000171360"
"TPPP","ENSG00000171368"
"KCND3","ENSG00000171385"
"KRT9","ENSG00000171403"
"ZNF581","ENSG00000171425"
"KSR2","ENSG00000171435"
"MCC","ENSG00000171444"
"KRT27","ENSG00000171446"
"POLR1C","ENSG00000171453"
"OR1L6","ENSG00000171459"
"DLK2","ENSG00000171462"
"ZNF562","ENSG00000171466"
"WIPF2","ENSG00000171475"
"OR1L3","ENSG00000171481"
"OR1B1","ENSG00000171484"
"NLRP5","ENSG00000171487"
"MROH2B","ENSG00000171495"
"OR1N1","ENSG00000171505"
"OTP","ENSG00000171540"
"ECEL1","ENSG00000171551"
"FGA","ENSG00000171560"
"DSCAM","ENSG00000171587"
"DNAI2","ENSG00000171595"
"NMUR1","ENSG00000171596"
"CLSTN1","ENSG00000171603"
"CXXC5","ENSG00000171604"
"PIK3CD","ENSG00000171608"
"BPTF","ENSG00000171634"
"ZIK1","ENSG00000171649"
"GPR82","ENSG00000171657"
"ATF7IP","ENSG00000171681"
"ANO5","ENSG00000171714"
"GPHN","ENSG00000171723"
"VAT1L","ENSG00000171724"
"TMEM51","ENSG00000171729"
"CAMTA1","ENSG00000171735"
"LRRC34","ENSG00000171757"
"PAH","ENSG00000171759"
"RASGRP4","ENSG00000171777"
"NHLH1","ENSG00000171786"
"KNDC1","ENSG00000171798"
"WDR87","ENSG00000171804"
"TTC40","ENSG00000171811"
"COL8A2","ENSG00000171812"
"PCDHB1","ENSG00000171815"
"ZNF540","ENSG00000171817"
"EXOSC10","ENSG00000171824"
"ZNF570","ENSG00000171827"
"FAM90A1","ENSG00000171847"
"KLF17","ENSG00000171872"
"TLN2","ENSG00000171914"
"CYP4F22","ENSG00000171954"
"JMJD1C","ENSG00000171988"
"ZNF554","ENSG00000172006"
"THOP1","ENSG00000172009"
"LAMB2","ENSG00000172037"
"USP19","ENSG00000172046"
"QARS","ENSG00000172053"
"EIF2AK3","ENSG00000172071"
"OR1A1","ENSG00000172146"
"LCE1D","ENSG00000172155"
"PRL","ENSG00000172179"
"CLEC7A","ENSG00000172243"
"NEGR1","ENSG00000172260"
"DPAGT1","ENSG00000172269"
"SPTLC3","ENSG00000172296"
"TP53RK","ENSG00000172315"
"B3GALT1","ENSG00000172318"
"CSDC2","ENSG00000172346"
"IL16","ENSG00000172349"
"ABCG4","ENSG00000172350"
"OR5B12","ENSG00000172362"
"FAM195A","ENSG00000172366"
"OR9I1","ENSG00000172377"
"ARNT2","ENSG00000172379"
"OR6Q1","ENSG00000172381"
"PRSS27","ENSG00000172382"
"MYOZ2","ENSG00000172399"
"OR5AP2","ENSG00000172464"
"MANEA","ENSG00000172469"
"OR8J1","ENSG00000172487"
"CARNS1","ENSG00000172508"
"BANP","ENSG00000172530"
"PPP1CA","ENSG00000172531"
"FAM170B","ENSG00000172538"
"SNTG2","ENSG00000172554"
"PDE3A","ENSG00000172572"
"RASGRP1","ENSG00000172575"
"RAD9A","ENSG00000172613"
"THEMIS","ENSG00000172673"
"MOS","ENSG00000172680"
"SLFN11","ENSG00000172716"
"OR4D9","ENSG00000172742"
"ZNF596","ENSG00000172748"
"COL6A5","ENSG00000172752"
"RAB43","ENSG00000172780"
"HOXC5","ENSG00000172789"
"RAB37","ENSG00000172794"
"CES4A","ENSG00000172824"
"CES2","ENSG00000172831"
"NADSYN1","ENSG00000172890"
"DHCR7","ENSG00000172893"
"NBEA","ENSG00000172915"
"RNASEH2C","ENSG00000172922"
"OXSR1","ENSG00000172939"
"PHF8","ENSG00000172943"
"XKR3","ENSG00000172967"
"KAT5","ENSG00000172977"
"SH3RF3","ENSG00000172985"
"GXYLT2","ENSG00000172986"
"HPSE2","ENSG00000172987"
"ARPP21","ENSG00000172995"
"TADA2B","ENSG00000173011"
"CCDC96","ENSG00000173013"
"ADRBK1","ENSG00000173020"
"EVC2","ENSG00000173040"
"HECTD4","ENSG00000173064"
"LRRN3","ENSG00000173114"
"KDM2A","ENSG00000173120"
"NOC3L","ENSG00000173145"
"ADAMTS20","ENSG00000173157"
"ADCY5","ENSG00000173175"
"PARP14","ENSG00000173193"
"ABCD2","ENSG00000173208"
"GLRX","ENSG00000173221"
"GOLGB1","ENSG00000173230"
"LIPM","ENSG00000173239"
"DMRT2","ENSG00000173253"
"GPR137","ENSG00000173264"
"MMRN2","ENSG00000173269"
"OR10K1","ENSG00000173285"
"STOX2","ENSG00000173320"
"SFT2D3","ENSG00000173349"
"C1QA","ENSG00000173372"
"NDNF","ENSG00000173376"
"OLR1","ENSG00000173391"
"DAB1","ENSG00000173406"
"PPP1R14B","ENSG00000173457"
"ZNF417","ENSG00000173480"
"PTPRM","ENSG00000173482"
"FKBP2","ENSG00000173486"
"VEGFB","ENSG00000173511"
"GMPPB","ENSG00000173540"
"CSPG4","ENSG00000173546"
"NUDT18","ENSG00000173566"
"GPR113","ENSG00000173567"
"NLRP13","ENSG00000173572"
"CHD2","ENSG00000173575"
"XCR1","ENSG00000173578"
"CCDC106","ENSG00000173581"
"CCDC41","ENSG00000173588"
"NUDT4","ENSG00000173598"
"PC","ENSG00000173599"
"SCAI","ENSG00000173611"
"LRFN4","ENSG00000173621"
"SLC19A1","ENSG00000173638"
"TAS1R1","ENSG00000173662"
"HES3","ENSG00000173673"
"C11orf80","ENSG00000173715"
"TOMM20","ENSG00000173726"
"C1orf100","ENSG00000173728"
"AGFG1","ENSG00000173744"
"STAT5B","ENSG00000173757"
"CD7","ENSG00000173762"
"TOPAZ1","ENSG00000173769"
"CNP","ENSG00000173786"
"RNF213","ENSG00000173821"
"MARCH10","ENSG00000173838"
"PLK3","ENSG00000173846"
"PHOSPHO1","ENSG00000173868"
"CBX2","ENSG00000173894"
"SPTBN2","ENSG00000173898"
"GOLIM4","ENSG00000173905"
"USMG5","ENSG00000173915"
"SWSAP1","ENSG00000173928"
"UBXN2A","ENSG00000173960"
"KLHL15","ENSG00000174010"
"FAM46D","ENSG00000174016"
"CTSF","ENSG00000174080"
"MSRB3","ENSG00000174099"
"MRPL45","ENSG00000174100"
"SOCS7","ENSG00000174111"
"RGMB","ENSG00000174136"
"FAM53A","ENSG00000174137"
"GSTA3","ENSG00000174156"
"CTU2","ENSG00000174177"
"ARL13A","ENSG00000174225"
"PRPF8","ENSG00000174231"
"PITPNA","ENSG00000174238"
"DDX23","ENSG00000174243"
"ZNF80","ENSG00000174255"
"ZHX3","ENSG00000174306"
"GLIS1","ENSG00000174332"
"OR2Y1","ENSG00000174339"
"SLC6A19","ENSG00000174358"
"LIG4","ENSG00000174405"
"C20orf166","ENSG00000174407"
"ATP2A2","ENSG00000174437"
"CNTNAP2","ENSG00000174469"
"LINGO2","ENSG00000174482"
"BBS1","ENSG00000174483"
"SLC26A9","ENSG00000174502"
"ZNF497","ENSG00000174586"
"KY","ENSG00000174611"
"IQCK","ENSG00000174628"
"SLCO2A1","ENSG00000174640"
"BRSK2","ENSG00000174672"
"B3GNT1","ENSG00000174684"
"KIAA1551","ENSG00000174718"
"LARP7","ENSG00000174720"
"BRMS1","ENSG00000174744"
"HRAS","ENSG00000174775"
"WDR49","ENSG00000174776"
"RIN1","ENSG00000174791"
"CD248","ENSG00000174807"
"EMR1","ENSG00000174837"
"DENND6A","ENSG00000174839"
"RSRC1","ENSG00000174891"
"CATSPERD","ENSG00000174898"
"OR5R1","ENSG00000174942"
"AMZ1","ENSG00000174945"
"GPR149","ENSG00000174948"
"FUT1","ENSG00000174951"
"OR5J2","ENSG00000174957"
"ZIC4","ENSG00000174963"
"OR10AG1","ENSG00000174970"
"CTBP2","ENSG00000175029"
"GK5","ENSG00000175066"
"DES","ENSG00000175084"
"PDIK1L","ENSG00000175087"
"RAG2","ENSG00000175097"
"ZNF654","ENSG00000175105"
"MRPS22","ENSG00000175110"
"PACS1","ENSG00000175115"
"MARCKSL1","ENSG00000175130"
"OR2T1","ENSG00000175143"
"PSMD2","ENSG00000175166"
"PPM1E","ENSG00000175175"
"DCTN2","ENSG00000175203"
"CTDSP2","ENSG00000175215"
